Datetime,Tweet Id,Text
2021-10-20 23:37:37,1450969485561585674,"Great interview with @dergigi:

https://t.co/dWuhsU7DYK

Also: https://t.co/GLS2pjSTqZ"
2021-10-20 23:19:33,1450964937312923648,RT @tip_nz: #Bitcoin breaks all cycles. https://t.co/aWeIC3KfOw
2021-10-20 20:55:40,1450928730507919362,@jebus911 Focused on the money
2021-10-20 20:52:31,1450927937075630082,@dergigi NgD
2021-10-20 18:32:12,1450892622847889409,@lsanger @bluesky I don’t know why we don’t do that. Open to it. But that’s not decentralizing much except client.
2021-10-20 18:19:25,1450889405510553601,@lsanger We’ve been actively working on it. @bluesky
2021-10-20 17:54:07,1450883038779375616,"RT @brockm: In Canada, they're blaming Trudeau for inflation. In the UK, they're blaming Boris Johnson. In France, they're blaming Macron.…"
2021-10-20 15:58:38,1450853976602124292,Central Intelligence Corporation
2021-10-20 14:01:08,1450824408235327493,🌕
2021-10-20 13:47:21,1450820940296704006,off by 117
2021-10-20 03:38:03,1450667602703904768,"NARRATOR

He was. https://t.co/U4XnXCmeeG"
2021-10-20 02:42:27,1450653611743010824,@notgrubles ¯\_(ツ)_/¯
2021-10-20 02:40:25,1450653101615030286,@nvk @MrHodl I’ll do better
2021-10-19 20:09:02,1450554603808845824,"RT @daphnehk: Wow. This is the end of an era. @delbius is an icon. But icons should get to rest, too."
2021-10-19 19:29:47,1450544727091146752,705742
2021-10-19 18:24:51,1450528387282341888,@delbius Thank you Del! ❤️❤️❤️
2021-10-18 16:21:43,1450135010929876996,"RT @samplesmedia: Win by Jay Rock (2018)
https://t.co/bCZ4QgwxAl"
2021-10-16 21:27:48,1449487263855828993,RT @WhosBreezyUK: 10 years of one of the best Kanye tweets of all time 🙏 https://t.co/UL2YZuDExw
2021-10-16 21:07:14,1449482089506566144,RT @CitizenBitcoin: Free and open source software always wins in the long run.
2021-10-16 20:58:18,1449479838574657537,@jasondebolt GigaBill
2021-10-16 17:15:15,1449423707210801156,RT @JesseDorogusker: @jack @AfshinRezayee @TempletonThomas We value system design very highly. Building a strong core in silicon is just a…
2021-10-15 20:29:41,1449110251882549253,Our team led by @jessedorogusker will start the deep technical investigation required to take on this project. We’d… https://t.co/5KUEnDdJUQ
2021-10-15 20:29:41,1449110250058096640,5/Mining isn’t accessible to everyone. Bitcoin mining should be as easy as plugging a rig into a power source. Ther… https://t.co/RW6gplm2hb
2021-10-15 20:29:40,1449110247776342018,"4/There isn’t enough focus on vertical integration. Considering hardware, software, productization, and distributio… https://t.co/ugdzjo0pkv"
2021-10-15 20:29:40,1449110245670801408,3/Silicon design is too concentrated into a few companies. This means supply is likely overly constrained. Silicon… https://t.co/g6toCdqwSX
2021-10-15 20:29:39,1449110243628265472,2/Mining needs to be more efficient. Driving towards clean and efficient energy use is great for Bitcoin’s economic… https://t.co/mSMLlxcLyV
2021-10-15 20:29:39,1449110241325551616,1/Mining needs to be more distributed. The core job of a miner is to securely settle transactions without the need… https://t.co/xfpqt2dYDl
2021-10-15 20:29:38,1449110239442345995,Square is considering building a Bitcoin mining system based on custom silicon and open source for individuals and… https://t.co/DGLlne2Giv
2021-10-15 13:55:15,1449010989916168194,RT @sc: @jack Big facts
2021-10-15 07:31:59,1448914536266977282,TIDAL algorithm &gt;&gt;&gt;&gt;
2021-10-14 13:15:40,1448638640008187905,True https://t.co/o1KBpklmVJ
2021-10-14 06:58:07,1448543624975851521,💯 https://t.co/JT1GI5Nfar
2021-10-13 21:11:16,1448395941317316611,"RT @ElliottWilson: #NowPlaying the playlist ""DJ Tools: Classic Rap Instrumentals"" on @TIDAL 

 https://t.co/8B9Jzeshho"
2021-10-13 19:07:50,1448364874820689925,https://t.co/ZWRBSj1DBx
2021-10-12 19:26:57,1448007299830849539,@dionnewarwick @Twitter @leslieberland is the boss of that
2021-10-12 17:04:06,1447971348416978952,RT @TwitterSupport: Top Tweets first or latest Tweets first? We’re making it easier to switch between the two timelines and know which one…
2021-10-11 22:36:49,1447692694512414722,I personally think that Jaime Dimon is worth more to Bitcoin…
2021-10-11 21:10:31,1447670976456634375,💯 https://t.co/4K3IHoaHGX
2021-10-11 18:23:06,1447628841808277510,"RT @omgadamho: We just launched @CashApp Studios today. First of its kind for a company like us. 🤯
--&gt; https://t.co/hBo0ZEO9M5 https://t.co…"
2021-10-11 16:59:47,1447607876613201926,❤️ https://t.co/CO9XQJPjoe
2021-10-11 07:12:35,1447460102257233926,RT @elonmusk: @JeffBezos 🥈
2021-10-10 09:05:23,1447126101323563014,"RT @NakamotoQuotes: Being open source means anyone can independently review the code. If it was closed source, nobody could verify the secu…"
2021-10-08 00:07:47,1446266033434628110,@apopoutsis @killedbygoogle One way or another
2021-10-07 20:07:19,1446205516653285376,🌀 https://t.co/geJFH9Ztrg
2021-10-06 22:25:50,1445877991247056902,RT @boo: 1/ We just announced @MoPub is being acquired by @AppLovin. Since we acquired MoPub in 2013 we’ve grown the business significantly…
2021-10-06 18:35:37,1445820053404930052,"RT @getumbrel: Hey @jack, let’s get a @bluesky ""node"" on Umbrel. Here’s why it makes the perfect sense.

🧵"
2021-10-06 18:25:43,1445817560801456130,@getumbrel @bluesky Def interesting @arcalinea
2021-10-06 17:31:46,1445803987354230787,the guy behind the guy https://t.co/mlCM7JTiWl
2021-10-06 15:02:30,1445766422655762440,@cz_binance Bitcoin.
2021-10-06 14:02:07,1445751227019456519,(more importantly: 1856)
2021-10-06 14:00:24,1445750791126470666,“1T”
2021-10-06 10:26:15,1445696902419279879,"RT @dergigi: Warming up to the sat symbol, not gonna lie.

https://t.co/rZeUImzzI6 https://t.co/ukg11xrnLt"
2021-10-06 00:57:06,1445553667516481540,RT @max_guise: Want to learn more about our hardware wallet and our approach to self-custody? Check out our first newsletter: https://t.co/…
2021-10-05 12:02:17,1445358681017749507,6
2021-10-04 18:57:05,1445100680990138372,"Signal is WhatsUp

🆙 https://t.co/zpRrxf9qKP https://t.co/T23l7Ih6NQ"
2021-10-04 18:18:31,1445090973772562432,@usainbolt 😁
2021-10-04 17:55:43,1445085236933664770,"wow this blew up

here’s a link to my SoundCloud: https://t.co/VzV1nNqfxy"
2021-10-04 17:38:01,1445080782335365125,@WhatsApp @obyezeks @Twitter thought this was supposed to be encrypted…
2021-10-04 17:34:42,1445079948432117778,how much? https://t.co/fH0zXw7rV9
2021-10-04 17:21:56,1445076735603658754,@helenjstoddard @leslieberland @NolaBeth ❤️
2021-10-04 16:04:16,1445057191543705605,"RT @WSJMag: “[Steve] had such a deep understanding and reverence for the creative process,” writes Sir Jony Ive on the 10th anniversary of…"
2021-10-02 13:42:11,1444296657655447560,simple and solid https://t.co/akb8kbe0dD
